Geneid	RpS12_C_RNA	RpS12_B_RNA	RpS12_A_RNA	Xrp1_C_RNA	Xrp1_B_RNA	Xrp1_A_RNA
FBGN0037981	980	996	965	1164	1021	1345
FBGN0051373	61	103	44	44	87	58
FBGN0037358	662	914	800	578	716	820
FBGN0039771	0	21	15	11	11	5
FBGN0286071	11596	17571	12579	4799	6507	4703
FBGN0042104	43	18	177	27	24	8
FBGN0037555	4371	4647	4584	3406	3398	3479
FBGN0262143	0	4	2	8	8	0
FBGN0287589	929	1269	1031	645	796	845
FBGN0040607	0	4	5	8	19	7
FBGN0038248	92	23	35	36	42	32
FBGN0000455	1915	2062	2190	2222	2385	2460
FBGN0038737	604	583	680	448	629	534
FBGN0003944	597	788	558	326	534	763
FBGN0263289	58135	67264	64806	46680	47035	49362
FBGN0037873	2638	2576	2868	2314	2936	2705
FBGN0044871	952	1067	1072	633	923	884
FBGN0039808	52	65	92	59	54	38
FBGN0039259	1028	788	837	523	696	923
FBGN0000246	912	845	854	549	718	939
FBGN0038078	0	0	5	7	1	14
FBGN0039002	4	9	0	1	3	3
FBGN0051342	19360	21316	20389	16229	16547	18541
FBGN0038683	2155	1793	1788	1990	2553	2360
FBGN0083986	205	262	239	219	227	123
FBGN0037456	5	15	11	4	3	11
FBGN0038951	724	762	689	611	835	915
FBGN0037894	9516	10019	9688	10182	10523	11517
FBGN0261583	6	15	0	14	2	4
FBGN0039601	3428	3770	3555	3391	3656	3705
FBGN0286075	1106	1203	1428	878	1206	1301
FBGN0028499	1986	1764	1757	1082	1268	1491
FBGN0051418	1	1	9	18	10	13
FBGN0004901	4308	4672	4268	4392	4698	5111
FBGN0051450	799	650	467	518	624	718
FBGN0037753	1009	1292	923	663	683	536
FBGN0013972	0	22	15	32	24	15
FBGN0263929	13226	14809	14117	11272	12201	12100
FBGN0038641	26	14	44	49	23	21
FBGN0051002	12	24	21	16	2	13
FBGN0001280	4770	4708	4554	4248	4977	4380
FBGN0039543	1624	1667	3150	1271	1554	1390
FBGN0038400	5461	5139	4996	4544	5015	5884
FBGN0022344	2269	1797	1800	1231	1670	1765
FBGN0285912	43	32	58	19	32	32
FBGN0261993	12	7	15	17	8	49
FBGN0027620	14103	13700	13295	15370	16865	16134
FBGN0037895	31	14	81	25	29	32
FBGN0038479	9	0	20	37	12	2
FBGN0051287	4	3	0	549	530	474
FBGN0037819	0	41	510	23	25	16
FBGN0004897	16	28	8	85	49	82
FBGN0261885	106293	119552	113261	93562	92350	102707
FBGN0038389	1836	1795	1878	1258	1375	1504
FBGN0260003	63794	72241	69271	56090	63898	58620
FBGN0003511	3092	3140	2936	2341	2785	2517
FBGN0019637	9654	11107	10424	8507	8943	8686
FBGN0038299	11	81	376	40	44	8
FBGN0037280	2	21	13	5	13	8
FBGN0026566	2363	2252	2633	3562	3954	4353
FBGN0262539	2	0	5	18	0	18
FBGN0039800	41	171	1131	90	59	22
FBGN0020510	5709	6262	5572	4803	5086	5223
FBGN0038921	7	38	6	12	11	14
FBGN0028833	2112	2241	2696	1647	1819	1903
FBGN0013576	10370	10928	12397	11834	10579	12312
FBGN0039465	2050	2387	2181	1848	1898	2079
FBGN0264324	2598	3481	2699	2383	2623	2449
FBGN0040252	21	16	75	52	41	22
FBGN0038132	0	0	33	1	3	3
FBGN0037913	4254	4856	11721	7933	9148	8711
FBGN0283438	4932	5638	6500	5071	5408	5521
FBGN0037408	24	10	5	13	39	19
FBGN0039481	31	48	112	89	26	71
FBGN0028734	25788	28001	25959	24063	26216	25497
FBGN0037862	15	30	26	33	18	14
FBGN0039080	0	4	24	20	6	0
FBGN0039073	158	101	532	144	57	30
FBGN0039227	17675	17674	19057	17359	19428	18478
FBGN0000046	1804	2392	1853	1003	1201	1395
FBGN0037402	0	0	0	22	2	1
FBGN0038492	741	1577	1445	551	793	215
FBGN0028837	4315	4192	4377	3478	4037	4100
FBGN0039480	171	224	188	96	35	138
FBGN0265042	3588	3086	3007	2774	2840	3235
FBGN0260440	359	569	616	570	889	619
FBGN0038586	1390	923	973	930	1129	1097
FBGN0038784	40	20	75	262	279	213
FBGN0037676	8	6	4	11	13	12
FBGN0037432	13	0	2	8	6	2
FBGN0051272	19	20	68	45	31	25
FBGN0037442	2597	2923	2851	2386	2465	2697
FBGN0027508	8396	9566	7931	6172	7342	7030
FBGN0039690	2370	2606	2638	3553	4049	4033
FBGN0039675	47	42	18	59	28	59
FBGN0039812	20	21	20	49	45	38
FBGN0002629	2597	3017	2509	1891	2044	2382
FBGN0038161	9	0	2	0	12	13
FBGN0039462	681	518	464	324	414	380
FBGN0004049	12540	13346	13630	11313	11783	11589
FBGN0262004	13	95	837	14	18	0
FBGN0083985	195	344	236	134	246	158
FBGN0051184	1446	1173	867	924	1142	1192
FBGN0038964	14425	13327	12502	13320	15375	16264
FBGN0085303	9	13	8	2	18	11
FBGN0015575	75	225	1580	81	52	9
FBGN0020379	852	1058	1045	999	934	981
FBGN0003165	35762	43527	38895	33039	35993	36874
FBGN0051109	628	980	697	601	832	654
FBGN0027539	1186	1513	1505	1463	1375	1454
FBGN0053092	26	76	26	78	60	14
FBGN0038142	0	1	4	0	1	8
FBGN0051365	4191	4594	4052	3301	3558	3887
FBGN0037371	6459	6649	6638	5178	5814	6209
FBGN0037526	1151	995	891	821	1211	1002
FBGN0037874	86312	107853	96103	76453	81873	91843
FBGN0011281	17	11	15	19	25	6
FBGN0039955	8094	9406	8017	7857	9391	7967
FBGN0038386	10	37	12	37	13	11
FBGN0004054	6	2	31	12	0	1
FBGN0039697	9292	11515	10305	8842	9620	11487
FBGN0037569	1859	2038	1460	1502	1923	2345
FBGN0085327	9	4	19	4	27	4
FBGN0040670	1	0	12	8	7	9
FBGN0039730	1765	1775	1828	1931	2407	2002
FBGN0013981	14325	15388	14050	10186	12360	12639
FBGN0051475	1317	979	1061	1253	974	1227
FBGN0267790	26846	28638	26758	21368	23425	22669
FBGN0004898	42	126	8	55	85	153
FBGN0040077	1151	1003	1138	842	1099	989
FBGN0037734	2230	2222	2236	2042	2430	2555
FBGN0243514	1474	1979	2577	602	865	707
FBGN0038741	871	998	824	702	681	866
FBGN0038583	1572	1695	1520	1196	1303	1525
FBGN0037612	43	54	130	31	51	13
FBGN0051008	2	0	4	10	3	21
FBGN0026077	2565	3471	2877	6563	7152	7990
FBGN0038412	454	740	457	461	504	542
FBGN0011278	28	14	33	28	65	212
FBGN0016693	8088	9397	8491	6467	6995	7926
FBGN0051496	75	102	377	42	39	37
FBGN0039538	329	267	282	267	270	357
FBGN0051268	27	58	81	35	14	2
FBGN0037275	30	23	55	22	36	38
FBGN0051201	22	58	26	63	46	42
FBGN0051482	0	3	2	32	3	2
FBGN0037307	0	4	0	19	10	16
FBGN0039151	23	78	587	74	53	41
FBGN0039114	290	916	6089	662	1120	704
FBGN0259730	26	152	161	20	42	19
FBGN0038714	54	14	14	73	44	26
FBGN0038721	2034	1742	2174	2013	2397	2530
FBGN0266195	1966	1809	1750	1433	1725	1824
FBGN0039747	12	9	59	57	37	29
FBGN0262127	8036	9445	9189	5824	6576	6020
FBGN0037810	43847	44855	46580	43943	51289	50391
FBGN0038202	54	22	77	18	30	39
FBGN0037669	972	886	858	1496	1583	1480
FBGN0039644	752	788	737	730	634	772
FBGN0085313	9	0	0	0	8	0
FBGN0037764	11	12	20	8	8	23
FBGN0260944	3528	3157	3400	2792	3144	3276
FBGN0001311	26853	31804	28454	27591	30781	33811
FBGN0000039	43	22	67	68	14	19
FBGN0264775	2	18	19	8	8	2
FBGN0053107	546	387	342	456	412	472
FBGN0261599	21312	24844	26002	19811	21985	22097
FBGN0037757	7714	8205	8025	6524	7758	8272
FBGN0039749	198	178	118	218	166	183
FBGN0039664	883	1371	991	741	1007	1272
FBGN0038694	162	324	278	125	89	87
FBGN0026190	33	64	21	58	44	31
FBGN0004863	1259	1351	1149	947	1051	1244
FBGN0046874	6875	7631	7327	5190	6192	5875
FBGN0038471	1254	1398	1209	1251	1498	1269
FBGN0024432	5314	5486	5157	4033	4436	4637
FBGN0004175	3	0	0	11	13	3
FBGN0039381	3137	3706	3425	3353	3361	4016
FBGN0039881	23	12	25	53	73	80
FBGN0037788	62	103	370	57	68	21
FBGN0039224	7	0	34	11	10	12
FBGN0038058	1286	1327	1465	1545	1577	1618
FBGN0039406	6118	7722	7270	5865	7864	7114
FBGN0264427	0	9	0	0	3	1
FBGN0037234	5165	4834	4818	3927	5087	4931
FBGN0038047	360	238	324	251	229	135
FBGN0038959	40	21	32	15	17	19
FBGN0038934	4575	5750	5030	4143	5188	4494
FBGN0002522	85	165	140	85	68	65
FBGN0039621	16	10	14	1	5	15
FBGN0039686	31	84	35	56	38	7
FBGN0025825	4880	4537	4534	3344	3884	4389
FBGN0038211	13	17	29	49	24	7
FBGN0039223	532	769	640	719	827	686
FBGN0085322	181	244	244	169	329	198
FBGN0038405	124	308	294	258	172	239
FBGN0039631	1321	1251	1446	1311	1346	1395
FBGN0039741	1231	1089	1125	782	911	915
FBGN0003719	3980	3125	3763	3797	3469	4315
FBGN0037382	3393	3160	3209	2960	2954	2946
FBGN0039558	1537	1740	1760	1285	1587	1519
FBGN0038678	1028	1145	913	780	1005	1163
FBGN0023179	26	26	107	20	44	45
FBGN0037229	6	12	17	5	10	8
FBGN0029512	11353	11475	9813	10701	12202	12737
FBGN0037338	2120	2129	2063	2235	2187	2422
FBGN0267649	0	0	0	0	0	0
FBGN0264291	1635	1702	1530	970	1503	1317
FBGN0038798	17	22	10	13	11	39
FBGN0053096	3613	3887	3979	3656	4187	4429
FBGN0051454	46	84	22	14	72	8
FBGN0038925	3081	2503	2895	3261	3414	3400
FBGN0259705	290	512	343	469	395	393
FBGN0004110	43	49	17	39	57	32
FBGN0085386	32	93	166	147	90	104
FBGN0002306	36416	36765	39234	38278	37940	40871
FBGN0015396	13633	11485	12847	15310	15919	16456
FBGN0045471	8	0	20	43	5	0
FBGN0051457	975	902	1046	709	851	857
FBGN0051159	1015	1170	909	633	607	649
FBGN0086346	12203	14026	12310	11191	12350	13235
FBGN0038541	18	38	22	36	22	21
FBGN0037475	15	4	0	13	4	6
FBGN0039425	8	0	37	3	3	14
FBGN0015282	19431	21921	19888	18163	19030	21693
FBGN0038909	19	8	56	26	42	62
FBGN0037684	27	84	327	82	49	42
FBGN0039212	2592	2641	2550	2438	2742	3231
FBGN0029088	7882	8827	8713	8509	9561	9484
FBGN0038242	142	1249	15512	20	4	26
FBGN0038702	26	25	11	21	16	16
FBGN0039071	63	77	28	85	68	66
FBGN0038290	112	198	861	83	71	96
FBGN0051174	14	6	3	63	35	59
FBGN0039559	11924	12308	11814	10621	11746	12591
FBGN0037235	2956	2733	2771	1665	2459	1960
FBGN0008651	21	63	48	68	47	197
FBGN0024273	3844	3863	4051	3300	3571	3725
FBGN0038840	14	82	101	61	24	16
FBGN0037881	4495	4776	4160	3562	4021	4300
FBGN0039776	1949	2396	2213	2335	2711	2630
FBGN0262365	8	4	10	7	19	2
FBGN0039773	1564	1852	1714	1384	1422	1614
FBGN0039202	4	22	19	49	52	12
FBGN0039398	24	10	30	21	57	3
FBGN0037926	6515	6434	6018	5653	6119	6341
FBGN0025457	10476	10359	10573	10149	10774	11952
FBGN0264830	9	6	0	3	2	0
FBGN0051286	21	0	9	12	12	1
FBGN0260745	10430	12076	11119	9239	10023	11391
FBGN0038238	6	18	7	3	5	1
FBGN0013953	28	34	101	88	49	50
FBGN0002631	157	138	148	160	87	98
FBGN0250823	15927	17541	16750	13469	15963	14159
FBGN0037975	73	244	624	91	58	20
FBGN0028381	26	98	416	18	15	13
FBGN0053191	356	510	334	351	373	298
FBGN0039687	1074	1075	917	1173	992	1024
FBGN0037749	1854	1372	1488	1586	1866	2038
FBGN0038223	4200	4484	4917	4149	4476	4501
FBGN0026056	3785	4023	3887	3593	3625	3983
FBGN0037842	869	906	932	506	770	728
FBGN0004903	5873	5906	6394	4510	4736	5106
FBGN0039647	43	70	150	72	23	21
FBGN0022349	27551	28911	28674	25084	26376	25695
FBGN0037414	8	0	0	6	10	4
FBGN0039273	2298	2421	2084	1998	2036	2325
FBGN0039709	25511	29995	27350	21265	22282	21978
FBGN0013276	22290	45525	33363	12496	18318	10881
FBGN0004053	4	0	48	43	29	11
FBGN0039756	21	73	94	70	52	42
FBGN0261004	9028	9064	8720	7236	7903	7667
FBGN0038128	844	992	1081	1191	994	966
FBGN0038311	96	93	24	82	30	27
FBGN0053920	1	16	2	7	5	0
FBGN0037918	22262	23317	22673	17213	17755	17948
FBGN0038874	17	55	88	48	62	49
FBGN0265190	4028	4111	3514	2748	2660	3345
FBGN0051413	24	18	14	27	16	17
FBGN0250754	75473	79743	80964	71031	74999	72455
FBGN0053109	4	4	0	5	1	0
FBGN0013973	17	42	53	59	25	16
FBGN0037848	1496	1986	1554	1192	1468	1705
FBGN0054027	85	77	94	120	53	95
FBGN0023495	54	21	21	49	29	24
FBGN0037654	85	144	139	126	127	134
FBGN0039868	1744	1435	1799	1615	2107	2298
FBGN0037395	16	68	48	54	38	26
FBGN0039044	1212	1409	1339	738	1144	970
FBGN0037215	8679	9103	8978	7984	10204	9104
FBGN0260444	1847	1715	1430	1607	1729	1646
FBGN0038775	0	4	6	36	36	10
FBGN0045761	4434	5849	4938	1843	1973	1807
FBGN0003867	2789	2626	2634	2864	3085	2999
FBGN0039257	44993	79960	60621	21700	28833	23632
FBGN0038440	12	26	0	6	24	0
FBGN0051028	3816	2983	3751	4483	4142	4510
FBGN0037950	16	35	21	2	24	55
FBGN0037296	7	1	3	13	25	0
FBGN0083966	8	0	6	18	11	7
FBGN0051561	11	2	8	6	27	20
FBGN0013269	22724	24809	23798	18779	22148	22572
FBGN0038789	8	2	32	71	22	19
FBGN0051189	3	14	6	8	9	3
FBGN0037942	511	343	532	604	692	913
FBGN0053630	0	6	0	19	0	0
FBGN0270928	42	10	4	19	5	4
FBGN0038478	6441	7264	6085	6835	7851	7531
FBGN0037852	510	570	671	750	652	889
FBGN0027544	82	81	65	85	55	73
FBGN0037292	36	37	8	44	14	6
FBGN0085466	23	30	44	7	23	23
FBGN0038588	2022	1982	1997	1494	1619	1702
FBGN0039078	3304	4492	4166	2435	2409	2237
FBGN0038316	3392	3110	2675	2251	2491	2744
FBGN0039419	57	97	174	126	57	60
FBGN0043457	2557	2562	2441	2413	2865	2738
FBGN0000447	5979	6354	6191	4235	4663	4850
FBGN0039500	11	4	17	12	3	26
FBGN0045470	9	2	39	83	29	16
FBGN0262146	2	8	56	21	13	21
FBGN0051195	19617	22237	20017	22226	23301	23535
FBGN0020238	85930	93628	88741	76113	82849	85193
FBGN0037463	7	16	19	14	25	34
FBGN0039764	864	715	845	618	951	765
FBGN0039698	1263	1636	1539	1242	1121	1495
FBGN0039272	478	334	462	440	444	488
FBGN0037329	1549	1750	1865	1409	1522	1972
FBGN0260004	38	42	54	58	31	58
FBGN0262794	14	0	13	9	21	5
FBGN0040076	12	1	6	0	0	6
FBGN0039635	5795	6493	6121	5401	6210	6616
FBGN0038865	36	3	32	23	14	5
FBGN0028662	2477	2236	2564	1841	2098	2231
FBGN0039270	1056	1012	906	752	850	702
FBGN0085376	5956	7776	7477	4863	6291	5343
FBGN0051105	91	77	29	112	42	45
FBGN0040208	8111	10123	8804	7013	7540	7444
FBGN0023023	773	824	806	819	891	843
FBGN0002780	25264	23673	24398	24838	28864	27185
FBGN0038719	182	98	38	45	45	51
FBGN0037756	4592	5032	4734	3467	4485	3993
FBGN0085324	2	25	2	17	6	1
FBGN0037485	31	15	31	40	19	5
FBGN0039609	34	12	67	17	16	76
FBGN0037773	462	353	394	265	395	409
FBGN0015222	7190	8502	12067	5907	6590	7949
FBGN0000552	10	20	33	13	16	31
FBGN0262104	0	7	6	7	10	6
FBGN0040253	25	8	29	22	11	9
FBGN0037889	27	60	1	61	41	14
FBGN0038834	60441	56009	57076	47691	58795	58769
FBGN0037644	5462	6168	5876	4882	4922	4950
FBGN0051148	2	4	151	47	18	13
FBGN0039396	28	101	41	63	34	51
FBGN0264493	7842	9205	9496	7485	7589	6507
FBGN0037248	14535	14961	15336	13529	16681	15679
FBGN0038150	926	480	686	801	927	830
FBGN0037501	4	52	79	56	27	12
FBGN0037548	776	717	928	612	907	857
FBGN0000533	37	52	44	420	484	457
FBGN0037700	4593	4541	4507	3881	4655	4418
FBGN0037902	48	48	10	91	51	84
FBGN0038924	1527	1623	2220	1156	1144	1333
FBGN0039503	8	12	8	2	9	1
FBGN0038931	4	13	46	26	14	26
FBGN0039165	1210	1469	1299	1431	1549	1421
FBGN0038861	888	935	910	661	834	943
FBGN0264325	1142	1469	1560	898	1209	1258
FBGN0037324	14	18	37	51	32	32
FBGN0260234	1	0	1	6	4	3
FBGN0039870	897	709	875	805	879	782
FBGN0002940	2	35	12	20	35	20
FBGN0038602	4	19	10	47	14	20
FBGN0051301	5743	4843	5219	5415	6925	7028
FBGN0261289	20	6	23	8	5	24
FBGN0039360	1505	1296	1594	1266	1172	1224
FBGN0039150	2311	2783	2510	2223	2313	2170
FBGN0037973	1102	1373	1599	747	897	735
FBGN0262514	13	6	8	5	2	2
FBGN0039324	23	14	35	15	36	8
FBGN0037580	21497	23283	22307	19563	21128	22312
FBGN0051278	443	448	533	334	510	486
FBGN0038295	26	27	71	52	82	27
FBGN0038847	0	0	0	7	7	21
FBGN0085317	9	0	53	0	6	4
FBGN0020407	1783	1451	1607	1579	1585	1881
FBGN0003495	146	114	186	199	200	209
FBGN0264785	3989	3620	3748	3143	3151	3327
FBGN0053341	23	30	20	14	9	26
FBGN0260231	9	0	36	6	5	11
FBGN0019624	8204	10817	9927	9157	8893	9638
FBGN0038589	21	10	8	24	14	5
FBGN0038656	25	0	2	17	5	0
FBGN0040493	12505	12431	11597	10480	10944	10705
FBGN0038947	6199	7470	7492	5805	6861	6690
FBGN0039507	5237	6313	6180	4398	4686	4909
FBGN0039415	125	42	77	129	66	84
FBGN0085302	5	6	0	4	1	23
FBGN0037376	3304	3737	3334	3892	4539	4635
FBGN0037941	27	0	35	56	48	24
FBGN0038279	4184	3946	3865	2007	1961	2119
FBGN0039004	8699	8817	8229	8993	9425	10587
FBGN0038752	34	54	85	30	29	43
FBGN0038978	0	5	25	17	4	13
FBGN0267709	35	38	51	12	84	39
FBGN0261996	18	0	53	35	31	22
FBGN0037809	686	823	555	674	706	603
FBGN0038530	5	3	0	2	6	2
FBGN0051522	1935	2091	2352	1110	884	1084
FBGN0286930	0	8	0	1	8	4
FBGN0037427	38	18	47	46	47	56
FBGN0039218	576	509	573	468	581	351
FBGN0011596	686	521	772	583	708	622
FBGN0039217	644	402	406	384	459	496
FBGN0053203	37	26	50	83	51	101
FBGN0038472	1227	1276	1353	1071	1278	965
FBGN0038357	32	4	17	48	30	26
FBGN0260659	2077	1857	1808	2049	2629	2558
FBGN0037890	1805	1908	1590	1150	1424	1048
FBGN0038769	1720	1792	1692	1257	1435	1355
FBGN0037242	3493	3629	3318	2736	3216	3302
FBGN0038958	26	28	12	39	7	14
FBGN0037487	272	318	332	328	399	285
FBGN0024222	1906	2218	2046	2015	2265	2418
FBGN0261928	113	161	120	313	163	196
FBGN0039293	3022	3060	3160	1947	2359	2106
FBGN0015625	5566	5993	5774	6915	7311	7923
FBGN0037512	16	32	44	25	43	1
FBGN0038088	212	202	211	412	344	310
FBGN0040238	1776	2166	1965	1528	2048	2272
FBGN0039160	4186	4052	3676	2666	3262	3743
FBGN0037650	10	4	4	49	14	14
FBGN0037891	8566	9385	8739	8278	8706	9122
FBGN0040609	0	36	344	45	1	14
FBGN0037541	16095	18129	17275	13205	15415	13805
FBGN0046258	9522	13063	10634	7003	8275	8308
FBGN0039110	9592	11514	9994	8675	9167	9995
FBGN0037590	5	1	38	53	13	16
FBGN0261845	451	354	379	211	140	169
FBGN0039593	54	54	222	28	53	17
FBGN0039582	4	17	24	17	23	3
FBGN0039784	13	3	1	13	28	32
FBGN0002732	4169	5014	4234	3465	3963	3932
FBGN0265041	28	35	45	69	38	44
FBGN0051464	0	23	6	27	8	13
FBGN0011581	0	1	6	14	7	4
FBGN0260746	39	92	191	322	385	197
FBGN0266446	308	269	324	248	209	106
FBGN0038753	35	22	50	34	51	73
FBGN0039387	4	41	35	90	22	44
FBGN0038224	5429	5051	4926	4782	5349	5299
FBGN0038783	34	2	1	128	100	87
FBGN0039525	19	6	13	21	18	4
FBGN0039536	135	100	134	271	127	79
FBGN0003169	6370	6989	6952	6626	6830	7654
FBGN0019960	11453	12931	12260	9120	9463	10022
FBGN0261842	883	662	724	628	643	592
FBGN0038458	0	0	1	13	0	0
FBGN0259732	25	97	97	13	32	12
FBGN0037917	1273	1334	1578	1130	1027	1299
FBGN0039107	0	5	5	15	19	0
FBGN0054034	0	2	1	18	13	2
FBGN0039116	2598	2285	2251	2060	2047	1834
FBGN0037697	88	106	88	18	55	89
FBGN0001235	29909	34130	31436	23248	26283	24388
FBGN0038765	588	505	443	553	579	544
FBGN0038613	35	152	86	38	31	69
FBGN0054008	200	179	290	153	153	240
FBGN0039417	1267	881	870	879	1208	1220
FBGN0039385	2445	2628	2416	1778	2345	1965
FBGN0027574	3053	3629	3501	2578	2840	2445
FBGN0039137	3515	3625	3382	2720	3359	2984
FBGN0027930	3854	3807	3584	4158	5249	5181
FBGN0038488	3119	3280	3116	2396	2474	2661
FBGN0038017	357	441	617	350	318	438
FBGN0039265	6086	6587	6231	4685	5413	5679
FBGN0038916	10	0	12	0	0	14
FBGN0037680	2600	3024	2566	2905	3218	3093
FBGN0002865	56	14	45	66	58	12
FBGN0010051	17278	20429	19932	18408	18248	19179
FBGN0039065	1577	1615	1619	1845	2086	1864
FBGN0027784	822	1347	877	792	782	1081
FBGN0003507	594	864	1574	416	521	205
FBGN0263986	68	18	38	87	112	19
FBGN0285955	20946	23442	24840	18761	20771	20588
FBGN0051279	26	8	28	25	30	10
FBGN0027579	2910	3135	3619	3651	3701	3997
FBGN0038385	3486	4588	3971	3473	3586	3975
FBGN0015351	749	875	928	399	588	578
FBGN0038324	911	1034	1037	646	936	876
FBGN0259146	30	23	51	74	75	14
FBGN0004606	3865	4915	4242	2765	3221	3070
FBGN0037553	62	122	110	28	42	29
FBGN0038467	4145	4255	4283	2957	3402	3709
FBGN0037939	19	4	10	25	20	3
FBGN0003279	135051	159379	139667	128671	140333	160750
FBGN0004597	1076	1186	917	942	1227	1004
FBGN0011715	9058	8022	8249	7013	7427	7498
FBGN0039290	68	107	227	59	72	47
FBGN0039373	0	7	3	14	0	5
FBGN0003862	64362	68835	64192	56172	62938	61955
FBGN0051551	50	32	115	79	96	33
FBGN0037614	364	424	527	393	369	460
FBGN0026616	3658	4131	3559	3886	4373	3768
FBGN0051155	575	871	942	776	1081	910
FBGN0003134	3422	3976	3497	2725	3115	2989
FBGN0038805	5969	6175	6223	6083	6699	7118
FBGN0039055	5888	6863	6478	4428	4868	5024
FBGN0039755	3	19	43	43	27	20
FBGN0039620	223	228	365	111	132	132
FBGN0021776	740	982	827	675	629	792
FBGN0039616	14	34	32	86	69	43
FBGN0267383	8	6	2	5	5	0
FBGN0015230	34	13	7	59	23	23
FBGN0039511	0	19	11	51	0	12
FBGN0037566	1952	2217	1967	2529	2575	2824
FBGN0038811	1720	1957	1672	1721	2055	2217
FBGN0038321	177	400	272	360	419	393
FBGN0051274	124	349	1504	135	189	61
FBGN0037220	8028	7643	7966	7766	8243	9031
FBGN0037705	14585	16416	16183	20186	21902	21524
FBGN0039798	68	278	1630	67	65	35
FBGN0039531	766	694	640	614	691	550
FBGN0037279	2127	2592	2305	1857	2434	2073
FBGN0037621	4017	4079	4207	3641	4246	3917
FBGN0000024	65	61	156	62	35	39
FBGN0264712	1360	1416	1299	1331	1570	1416
FBGN0011785	29741	29797	29725	24921	27111	27037
FBGN0038956	4	24	25	5	5	5
FBGN0039838	6	14	59	17	16	31
FBGN0037921	458	547	464	441	409	334
FBGN0267339	9	18	74	56	13	24
FBGN0266566	164	247	238	159	143	47
FBGN0053189	161	282	250	189	191	119
FBGN0038894	15	0	3	12	48	23
FBGN0039491	74	49	53	85	49	18
FBGN0014006	10948	12241	10590	9431	9828	9699
FBGN0015770	34	16	27	87	34	24
FBGN0037708	709	474	560	722	817	703
FBGN0000412	67760	73996	70428	61022	69978	68432
FBGN0002922	99	24	30	50	63	35
FBGN0038156	1865	2179	2209	1529	1627	1602
FBGN0038330	42	15	24	466	628	552
FBGN0038941	37	34	105	29	44	69
FBGN0039054	52	63	132	98	150	104
FBGN0039650	242	230	316	324	328	278
FBGN0041224	11	11	8	21	16	17
FBGN0038660	3740	4383	4314	3299	3629	4450
FBGN0038718	29	71	31	44	25	19
FBGN0037687	932	1054	985	680	727	813
FBGN0043012	2235	2598	2426	1922	2147	1996
FBGN0266170	0	0	0	0	0	0
FBGN0037786	28	0	1	4	8	1
FBGN0278604	6785	7043	6780	6066	7234	6744
FBGN0038303	2966	2917	2624	1930	2373	2387
FBGN0266175	0	0	0	0	0	0
FBGN0265063	1	0	0	3	6	2
FBGN0040628	3	14	43	39	6	20
FBGN0023083	9451	9705	9445	7889	8729	8459
FBGN0051200	24	0	0	11	3	46
FBGN0038214	12	12	76	14	8	7
FBGN0267105	0	0	0	0	2	1
FBGN0265606	8	0	23	2	6	16
FBGN0041605	9	0	14	16	40	16
FBGN0027095	4977	5412	5143	4466	5700	5205
FBGN0039195	30	35	28	34	22	17
FBGN0086679	1792	1755	2100	1455	1617	1559
FBGN0037325	13	0	14	26	26	2
FBGN0262844	4	0	0	6	4	6
FBGN0015032	17	10	38	54	13	18
FBGN0037260	42	70	104	72	88	49
FBGN0042182	673	877	1015	841	668	925
FBGN0266409	1658	1997	2075	1742	2136	1942
FBGN0039780	7	15	6	12	28	17
FBGN0051360	425	288	323	330	277	307
FBGN0041710	148	164	474	76	133	66
FBGN0051125	1927	1641	2094	1989	1959	2330
FBGN0038130	193	145	181	73	100	109
FBGN0038012	19	0	64	48	21	14
FBGN0039025	1516	1828	1780	1596	1666	1790
FBGN0039339	1138	996	1418	1164	1356	1337
FBGN0038446	417	527	428	444	400	436
FBGN0262846	0	4	4	14	2	2
FBGN0038337	6	40	62	54	15	46
FBGN0266598	335	487	454	424	493	502
FBGN0005632	35297	38309	39654	35094	37416	36667
FBGN0037933	688	895	946	818	769	825
FBGN0037747	1581	1690	1553	1334	1328	1705
FBGN0037826	15	9	19	23	34	10
FBGN0011701	27	60	22	31	52	23
FBGN0039869	2647	3295	3130	3486	3913	3835
FBGN0038505	16	16	30	31	9	14
FBGN0038829	10429	12779	11853	8966	10799	11494
FBGN0038938	90	67	95	112	156	186
FBGN0039084	77	23	51	79	193	110
FBGN0014029	9254	10309	8730	8536	9668	9801
FBGN0037665	930	976	969	617	813	651
FBGN0027503	7805	7603	7762	7657	8210	8106
FBGN0039879	50	9	4	148	149	56
FBGN0041780	36	28	18	37	69	12
FBGN0262006	0	16	19	7	6	20
FBGN0038032	12	55	18	33	27	27
FBGN0038771	10652	10367	10569	9377	9207	11375
FBGN0259113	9535	8609	10224	6771	6999	6961
FBGN0000557	2601	4977	3753	1048	1710	1467
FBGN0263777	33	45	52	48	18	22
FBGN0039376	10	0	8	15	16	18
FBGN0010038	0	8	27	27	22	11
FBGN0037227	22	2	21	23	8	10
FBGN0039636	2326	2391	2437	2204	2267	2332
FBGN0037490	617	494	797	550	513	746
FBGN0002773	1085	1601	1826	1274	1095	1015
FBGN0039316	5	39	29	33	17	20
FBGN0037915	30	52	41	37	60	60
FBGN0039560	13853	12538	13309	14989	15797	15270
FBGN0037398	22	25	8	18	25	36
FBGN0039101	336	661	341	116	67	101
FBGN0038974	622	521	410	415	558	580
FBGN0038257	48	68	699	6	47	17
FBGN0267366	1	33	25	9	1	9
