Geneid	RpS3_Xrp1_C_RNA	RpS3_Xrp1_B_RNA	RpS3_Xrp1_A_RNA	Xrp1_C_RNA	Xrp1_B_RNA	Xrp1_A_RNA
FBGN0266178	0	0	0	0	0	0
FBGN0085382	77	38	70	64	22	39
FBGN0051288	24	22	16	22	16	15
FBGN0039792	20	20	42	50	4	20
FBGN0037755	2742	2587	2577	2382	2423	2425
FBGN0039411	2031	2012	1663	1869	1985	2018
FBGN0053512	14	20	13	39	14	24
FBGN0260226	4976	5694	4133	454	433	720
FBGN0038160	12	22	31	18	23	0
FBGN0038869	2368	2292	1765	1683	1515	2067
FBGN0037981	1350	1448	1020	1164	1021	1345
FBGN0051373	146	85	76	44	87	58
FBGN0037358	751	822	669	578	716	820
FBGN0039771	19	12	21	11	11	5
FBGN0286071	7532	8010	6170	4799	6507	4703
FBGN0042104	31	47	31	27	24	8
FBGN0037555	5233	5012	3927	3406	3398	3479
FBGN0262143	2	3	4	8	8	0
FBGN0287589	845	729	698	645	796	845
FBGN0040607	4	14	3	8	19	7
FBGN0038248	154	67	66	36	42	32
FBGN0000455	2648	2649	2091	2222	2385	2460
FBGN0038737	677	717	535	448	629	534
FBGN0003944	789	493	448	326	534	763
FBGN0263289	36623	36075	27645	46680	47035	49362
FBGN0037873	3792	4046	3050	2314	2936	2705
FBGN0044871	911	907	753	633	923	884
FBGN0039808	107	51	108	59	54	38
FBGN0039259	1630	1740	1445	523	696	923
FBGN0000246	585	593	410	549	718	939
FBGN0038078	5	4	3	7	1	14
FBGN0039002	26	44	9	1	3	3
FBGN0051342	18040	18575	14520	16229	16547	18541
FBGN0038683	2641	2561	2080	1990	2553	2360
FBGN0083986	273	308	241	219	227	123
FBGN0037456	7	28	4	4	3	11
FBGN0038951	939	891	888	611	835	915
FBGN0037894	10442	10826	7582	10182	10523	11517
FBGN0261583	12	20	15	14	2	4
FBGN0039601	4112	3668	3684	3391	3656	3705
FBGN0286075	1950	2166	1831	878	1206	1301
FBGN0028499	1256	1333	1146	1082	1268	1491
FBGN0051418	23	33	16	18	10	13
FBGN0004901	4685	5302	3738	4392	4698	5111
FBGN0051450	1050	1191	761	518	624	718
FBGN0037753	601	655	458	663	683	536
FBGN0013972	45	36	70	32	24	15
FBGN0263929	10504	10571	7939	11272	12201	12100
FBGN0038641	74	57	36	49	23	21
FBGN0051002	79	8	37	16	2	13
FBGN0001280	6303	6447	5017	4248	4977	4380
FBGN0039543	1588	1833	1373	1271	1554	1390
FBGN0038400	6366	6728	5374	4544	5015	5884
FBGN0022344	3304	3479	2569	1231	1670	1765
FBGN0285912	56	68	98	19	32	32
FBGN0261993	18	11	13	17	8	49
FBGN0027620	11892	11718	9250	15370	16865	16134
FBGN0037895	41	54	56	25	29	32
FBGN0038479	60	14	16	37	12	2
FBGN0051287	794	635	497	549	530	474
FBGN0037819	76	102	32	23	25	16
FBGN0004897	231	90	156	85	49	82
FBGN0261885	70761	67551	52822	93562	92350	102707
FBGN0038389	1617	1765	1170	1258	1375	1504
FBGN0260003	39679	40931	30597	56090	63898	58620
FBGN0003511	2032	2566	1846	2341	2785	2517
FBGN0019637	9138	9413	7448	8507	8943	8686
FBGN0038299	96	120	40	40	44	8
FBGN0037280	46	6	36	5	13	8
FBGN0026566	4886	4268	3784	3562	3954	4353
FBGN0262539	25	29	2	18	0	18
FBGN0039800	122	240	126	90	59	22
FBGN0020510	5777	5182	4439	4803	5086	5223
FBGN0038921	15	0	2	12	11	14
FBGN0028833	2534	2756	1979	1647	1819	1903
FBGN0013576	7996	8266	6267	11834	10579	12312
FBGN0039465	2409	3059	2243	1848	1898	2079
FBGN0264324	1960	2311	1855	2383	2623	2449
FBGN0040252	68	23	33	52	41	22
FBGN0038132	23	30	35	1	3	3
FBGN0037913	13287	12055	10965	7933	9148	8711
FBGN0283438	6490	6679	5009	5071	5408	5521
FBGN0037408	30	97	17	13	39	19
FBGN0039481	83	109	89	89	26	71
FBGN0028734	25970	23583	20151	24063	26216	25497
FBGN0037862	82	39	31	33	18	14
FBGN0039080	59	32	20	20	6	0
FBGN0039073	125	120	56	144	57	30
FBGN0039227	15367	15153	12518	17359	19428	18478
FBGN0000046	2273	2859	1859	1003	1201	1395
FBGN0037402	28	13	8	22	2	1
FBGN0038492	901	1269	861	551	793	215
FBGN0028837	5286	5201	4590	3478	4037	4100
FBGN0039480	161	238	77	96	35	138
FBGN0265042	2123	2027	1529	2774	2840	3235
FBGN0260440	688	447	346	570	889	619
FBGN0038586	1085	1278	896	930	1129	1097
FBGN0038784	468	362	326	262	279	213
FBGN0037676	11	13	9	11	13	12
FBGN0037432	23	40	24	8	6	2
FBGN0051272	114	92	63	45	31	25
FBGN0037442	2482	2616	1974	2386	2465	2697
FBGN0027508	6559	7102	4886	6172	7342	7030
FBGN0039690	4719	5029	3711	3553	4049	4033
FBGN0039675	74	35	42	59	28	59
FBGN0039812	40	53	77	49	45	38
FBGN0002629	1454	1696	1102	1891	2044	2382
FBGN0038161	26	21	21	0	12	13
FBGN0039462	615	583	618	324	414	380
FBGN0004049	11345	11159	8857	11313	11783	11589
FBGN0262004	15	26	16	14	18	0
FBGN0083985	215	288	233	134	246	158
FBGN0051184	1457	1476	1331	924	1142	1192
FBGN0038964	16044	16617	13139	13320	15375	16264
FBGN0085303	33	24	24	2	18	11
FBGN0015575	245	155	100	81	52	9
FBGN0020379	1027	1122	735	999	934	981
FBGN0003165	23630	23755	17779	33039	35993	36874
FBGN0051109	775	930	708	601	832	654
FBGN0027539	1391	1514	1150	1463	1375	1454
FBGN0053092	58	52	29	78	60	14
FBGN0038142	17	11	8	0	1	8
FBGN0051365	3911	4133	3533	3301	3558	3887
FBGN0037371	6184	5886	5165	5178	5814	6209
FBGN0037526	1091	1176	756	821	1211	1002
FBGN0037874	76186	79525	68293	76453	81873	91843
FBGN0011281	25	18	14	19	25	6
FBGN0039955	8712	9863	7702	7857	9391	7967
FBGN0038386	14	30	23	37	13	11
FBGN0004054	16	14	3	12	0	1
FBGN0039697	10108	9802	8198	8842	9620	11487
FBGN0037569	2670	2666	2203	1502	1923	2345
FBGN0085327	36	20	16	4	27	4
FBGN0040670	31	20	28	8	7	9
FBGN0039730	1834	2155	1575	1931	2407	2002
FBGN0013981	22602	22024	18491	10186	12360	12639
FBGN0051475	1125	930	653	1253	974	1227
FBGN0267790	24650	25612	21144	21368	23425	22669
FBGN0004898	628	461	411	55	85	153
FBGN0040077	1296	1218	1131	842	1099	989
FBGN0037734	1690	1663	1559	2042	2430	2555
FBGN0243514	4303	3570	3997	602	865	707
FBGN0038741	818	749	576	702	681	866
FBGN0038583	1391	1545	1168	1196	1303	1525
FBGN0037612	203	208	114	31	51	13
FBGN0051008	0	0	32	10	3	21
FBGN0026077	7291	6605	5708	6563	7152	7990
FBGN0038412	506	494	349	461	504	542
FBGN0011278	188	210	163	28	65	212
FBGN0016693	8461	8074	6913	6467	6995	7926
FBGN0051496	167	193	84	42	39	37
FBGN0039538	329	211	190	267	270	357
FBGN0051268	78	52	59	35	14	2
FBGN0037275	126	124	88	22	36	38
FBGN0051201	107	154	98	63	46	42
FBGN0051482	4	42	12	32	3	2
FBGN0037307	8	23	18	19	10	16
FBGN0039151	91	103	130	74	53	41
FBGN0039114	1014	1223	1028	662	1120	704
FBGN0259730	130	147	139	20	42	19
FBGN0038714	45	35	23	73	44	26
FBGN0038721	1956	1224	1192	2013	2397	2530
FBGN0266195	1716	2166	1340	1433	1725	1824
FBGN0039747	125	155	104	57	37	29
FBGN0262127	5952	5929	4426	5824	6576	6020
FBGN0037810	42916	46247	34505	43943	51289	50391
FBGN0038202	57	61	19	18	30	39
FBGN0037669	1949	2236	1443	1496	1583	1480
FBGN0039644	1856	1583	1576	730	634	772
FBGN0085313	4	14	2	0	8	0
FBGN0037764	8	44	3	8	8	23
FBGN0260944	3862	4423	3338	2792	3144	3276
FBGN0001311	18417	18488	14296	27591	30781	33811
FBGN0000039	99	145	47	68	14	19
FBGN0264775	11	24	12	8	8	2
FBGN0053107	453	447	325	456	412	472
FBGN0261599	53947	53170	42249	19811	21985	22097
FBGN0037757	7620	7409	5633	6524	7758	8272
FBGN0039749	155	170	136	218	166	183
FBGN0039664	852	830	752	741	1007	1272
FBGN0038694	123	124	123	125	89	87
FBGN0026190	72	109	46	58	44	31
FBGN0004863	1275	1163	1046	947	1051	1244
FBGN0046874	6576	6211	5049	5190	6192	5875
FBGN0038471	1536	1901	1230	1251	1498	1269
FBGN0024432	6411	5497	5041	4033	4436	4637
FBGN0004175	12	9	7	11	13	3
FBGN0039381	3306	2773	3083	3353	3361	4016
FBGN0039881	74	75	94	53	73	80
FBGN0037788	107	209	181	57	68	21
FBGN0039224	43	27	23	11	10	12
FBGN0038058	1777	1723	1370	1545	1577	1618
FBGN0039406	8097	10158	7573	5865	7864	7114
FBGN0264427	9	11	4	0	3	1
FBGN0037234	4876	5331	4119	3927	5087	4931
FBGN0038047	494	402	251	251	229	135
FBGN0038959	69	74	17	15	17	19
FBGN0038934	2462	2319	1750	4143	5188	4494
FBGN0002522	127	80	93	85	68	65
FBGN0039621	2	21	21	1	5	15
FBGN0039686	149	302	163	56	38	7
FBGN0025825	4705	4925	3667	3344	3884	4389
FBGN0038211	67	14	11	49	24	7
FBGN0039223	547	557	497	719	827	686
FBGN0085322	379	343	295	169	329	198
FBGN0038405	160	197	78	258	172	239
FBGN0039631	1544	1343	963	1311	1346	1395
FBGN0039741	1057	1168	997	782	911	915
FBGN0003719	2490	2320	1785	3797	3469	4315
FBGN0037382	3457	4017	3107	2960	2954	2946
FBGN0039558	1620	1852	1635	1285	1587	1519
FBGN0038678	1037	1255	905	780	1005	1163
FBGN0023179	62	75	70	20	44	45
FBGN0037229	10	41	15	5	10	8
FBGN0029512	14850	14879	10926	10701	12202	12737
FBGN0037338	2171	2102	1916	2235	2187	2422
FBGN0267649	0	0	0	0	0	0
FBGN0264291	1718	2097	1643	970	1503	1317
FBGN0038798	16	63	28	13	11	39
FBGN0053096	4522	4738	3180	3656	4187	4429
FBGN0051454	39	78	17	14	72	8
FBGN0038925	3683	4155	2703	3261	3414	3400
FBGN0259705	583	559	445	469	395	393
FBGN0004110	34	44	77	39	57	32
FBGN0085386	196	95	208	147	90	104
FBGN0002306	27787	26854	20698	38278	37940	40871
FBGN0015396	12324	12459	9675	15310	15919	16456
FBGN0045471	36	2	28	43	5	0
FBGN0051457	854	1068	760	709	851	857
FBGN0051159	825	967	825	633	607	649
FBGN0086346	12148	10784	9382	11191	12350	13235
FBGN0038541	61	51	57	36	22	21
FBGN0037475	15	20	23	13	4	6
FBGN0039425	25	18	13	3	3	14
FBGN0015282	19608	20054	16764	18163	19030	21693
FBGN0038909	60	58	36	26	42	62
FBGN0037684	110	87	110	82	49	42
FBGN0039212	2992	2851	2260	2438	2742	3231
FBGN0029088	7906	7214	6658	8509	9561	9484
FBGN0038242	275	261	229	20	4	26
FBGN0038702	47	46	26	21	16	16
FBGN0039071	63	47	59	85	68	66
FBGN0038290	100	99	157	83	71	96
FBGN0051174	49	67	33	63	35	59
FBGN0039559	9885	10625	8026	10621	11746	12591
FBGN0037235	3859	4128	3326	1665	2459	1960
FBGN0008651	187	255	270	68	47	197
FBGN0024273	3292	3703	2588	3300	3571	3725
FBGN0038840	57	61	111	61	24	16
FBGN0037881	3450	4125	2912	3562	4021	4300
FBGN0039776	2232	2273	2039	2335	2711	2630
FBGN0262365	23	0	2	7	19	2
FBGN0039773	1570	1643	1228	1384	1422	1614
FBGN0039202	82	39	19	49	52	12
FBGN0039398	32	53	63	21	57	3
FBGN0037926	7098	7498	5943	5653	6119	6341
FBGN0025457	13481	13356	10753	10149	10774	11952
FBGN0264830	0	1	7	3	2	0
FBGN0051286	30	28	10	12	12	1
FBGN0260745	10201	10653	7408	9239	10023	11391
FBGN0038238	21	13	11	3	5	1
FBGN0013953	106	74	72	88	49	50
FBGN0002631	128	158	80	160	87	98
FBGN0250823	15468	15870	11938	13469	15963	14159
FBGN0037975	262	299	210	91	58	20
FBGN0028381	25	66	33	18	15	13
FBGN0053191	237	349	190	351	373	298
FBGN0039687	1469	1396	1158	1173	992	1024
FBGN0037749	2161	2146	1647	1586	1866	2038
FBGN0038223	3952	3791	3259	4149	4476	4501
FBGN0026056	3361	3082	2568	3593	3625	3983
FBGN0037842	1174	1219	1006	506	770	728
FBGN0004903	5063	4648	3398	4510	4736	5106
FBGN0039647	134	55	77	72	23	21
FBGN0022349	26552	27681	21960	25084	26376	25695
FBGN0037414	10	17	22	6	10	4
FBGN0039273	2713	2613	2206	1998	2036	2325
FBGN0039709	15389	16654	12134	21265	22282	21978
FBGN0013276	47783	49577	34157	12496	18318	10881
FBGN0004053	40	30	29	43	29	11
FBGN0039756	77	42	75	70	52	42
FBGN0261004	7523	7338	6051	7236	7903	7667
FBGN0038128	1452	1375	950	1191	994	966
FBGN0038311	51	78	44	82	30	27
FBGN0053920	16	14	19	7	5	0
FBGN0037918	19119	18088	15325	17213	17755	17948
FBGN0038874	79	73	76	48	62	49
FBGN0265190	3132	2957	2493	2748	2660	3345
FBGN0051413	33	40	35	27	16	17
FBGN0250754	57846	59807	44207	71031	74999	72455
FBGN0053109	26	23	11	5	1	0
FBGN0013973	82	89	119	59	25	16
FBGN0037848	1733	1837	1284	1192	1468	1705
FBGN0054027	126	144	88	120	53	95
FBGN0023495	14	105	11	49	29	24
FBGN0037654	112	136	134	126	127	134
FBGN0039868	2416	2959	1865	1615	2107	2298
FBGN0037395	95	67	51	54	38	26
FBGN0039044	1261	1536	1042	738	1144	970
FBGN0037215	9221	9511	7061	7984	10204	9104
FBGN0260444	2126	2200	1837	1607	1729	1646
FBGN0038775	58	13	40	36	36	10
FBGN0045761	5651	5524	4960	1843	1973	1807
FBGN0003867	2761	2989	2227	2864	3085	2999
FBGN0039257	38702	38450	30970	21700	28833	23632
FBGN0038440	35	45	32	6	24	0
FBGN0051028	2728	2648	1791	4483	4142	4510
FBGN0037950	57	39	35	2	24	55
FBGN0037296	69	28	31	13	25	0
FBGN0083966	27	12	22	18	11	7
FBGN0051561	32	20	9	6	27	20
FBGN0013269	27320	27077	22627	18779	22148	22572
FBGN0038789	76	75	46	71	22	19
FBGN0051189	23	14	24	8	9	3
FBGN0037942	1263	1265	906	604	692	913
FBGN0053630	6	0	11	19	0	0
FBGN0270928	39	26	22	19	5	4
FBGN0038478	6382	6700	5212	6835	7851	7531
FBGN0037852	854	726	668	750	652	889
FBGN0027544	57	152	53	85	55	73
FBGN0037292	31	13	15	44	14	6
FBGN0085466	82	40	88	7	23	23
FBGN0038588	1824	1433	1077	1494	1619	1702
FBGN0039078	2643	2933	1903	2435	2409	2237
FBGN0038316	3302	3682	2669	2251	2491	2744
FBGN0039419	86	130	66	126	57	60
FBGN0043457	2664	2649	2192	2413	2865	2738
FBGN0000447	5386	5913	4646	4235	4663	4850
FBGN0039500	6	14	22	12	3	26
FBGN0045470	45	31	44	83	29	16
FBGN0262146	1	18	1	21	13	21
FBGN0051195	23891	23182	18993	22226	23301	23535
FBGN0020238	94645	92134	75699	76113	82849	85193
FBGN0037463	68	45	36	14	25	34
FBGN0039764	1089	1320	1129	618	951	765
FBGN0039698	1577	1730	1433	1242	1121	1495
FBGN0039272	558	667	404	440	444	488
FBGN0037329	1766	1865	1227	1409	1522	1972
FBGN0260004	76	26	59	58	31	58
FBGN0262794	30	0	3	9	21	5
FBGN0040076	14	7	14	0	0	6
FBGN0039635	6848	6946	5693	5401	6210	6616
FBGN0038865	21	45	11	23	14	5
FBGN0028662	2693	2603	2180	1841	2098	2231
FBGN0039270	1075	1396	913	752	850	702
FBGN0085376	6842	6146	5058	4863	6291	5343
FBGN0051105	86	130	69	112	42	45
FBGN0040208	6262	6779	5137	7013	7540	7444
FBGN0023023	475	566	377	819	891	843
FBGN0002780	37926	43025	31000	24838	28864	27185
FBGN0038719	89	103	92	45	45	51
FBGN0037756	4479	4953	3256	3467	4485	3993
FBGN0085324	23	0	8	17	6	1
FBGN0037485	47	21	31	40	19	5
FBGN0039609	54	62	47	17	16	76
FBGN0037773	493	421	385	265	395	409
FBGN0015222	7300	7755	5858	5907	6590	7949
FBGN0000552	23	0	32	13	16	31
FBGN0262104	6	11	20	7	10	6
FBGN0040253	90	64	74	22	11	9
FBGN0037889	27	44	63	61	41	14
FBGN0038834	67303	73561	55235	47691	58795	58769
FBGN0037644	5883	5504	4629	4882	4922	4950
FBGN0051148	73	16	52	47	18	13
FBGN0039396	80	69	49	63	34	51
FBGN0264493	9125	7992	6787	7485	7589	6507
FBGN0037248	14099	16086	11810	13529	16681	15679
FBGN0038150	778	615	535	801	927	830
FBGN0037501	101	54	36	56	27	12
FBGN0037548	877	904	730	612	907	857
FBGN0000533	237	290	173	420	484	457
FBGN0037700	6048	5853	4627	3881	4655	4418
FBGN0037902	67	27	33	91	51	84
FBGN0038924	1529	1701	1063	1156	1144	1333
FBGN0039503	58	38	6	2	9	1
FBGN0038931	12	50	63	26	14	26
FBGN0039165	1794	1498	1340	1431	1549	1421
FBGN0038861	1091	902	741	661	834	943
FBGN0264325	1497	1507	1094	898	1209	1258
FBGN0037324	53	72	44	51	32	32
FBGN0260234	9	12	3	6	4	3
FBGN0039870	1054	1195	820	805	879	782
FBGN0002940	36	76	6	20	35	20
FBGN0038602	6	11	22	47	14	20
FBGN0051301	7955	8812	6914	5415	6925	7028
FBGN0261289	16	10	13	8	5	24
FBGN0039360	1719	1682	1630	1266	1172	1224
FBGN0039150	2558	2492	2060	2223	2313	2170
FBGN0037973	2934	2966	2517	747	897	735
FBGN0262514	4	33	23	5	2	2
FBGN0039324	19	37	21	15	36	8
FBGN0037580	22698	23085	17804	19563	21128	22312
FBGN0051278	593	629	512	334	510	486
FBGN0038295	138	133	55	52	82	27
FBGN0038847	15	1	10	7	7	21
FBGN0085317	13	12	3	0	6	4
FBGN0020407	2508	1787	1646	1579	1585	1881
FBGN0003495	384	556	298	199	200	209
FBGN0264785	3183	2940	2782	3143	3151	3327
FBGN0053341	19	33	37	14	9	26
FBGN0260231	6	1	7	6	5	11
FBGN0019624	12846	13316	10451	9157	8893	9638
FBGN0038589	38	35	15	24	14	5
FBGN0038656	6	10	11	17	5	0
FBGN0040493	13018	13851	11301	10480	10944	10705
FBGN0038947	8669	9435	7613	5805	6861	6690
FBGN0039507	4230	5160	3445	4398	4686	4909
FBGN0039415	101	58	52	129	66	84
FBGN0085302	33	34	4	4	1	23
FBGN0037376	4745	4444	3453	3892	4539	4635
FBGN0037941	46	49	57	56	48	24
FBGN0038279	1907	1896	1379	2007	1961	2119
FBGN0039004	9135	9489	7644	8993	9425	10587
FBGN0038752	52	16	61	30	29	43
FBGN0038978	21	19	8	17	4	13
FBGN0267709	26	16	26	12	84	39
FBGN0261996	25	37	29	35	31	22
FBGN0037809	762	787	629	674	706	603
FBGN0038530	9	24	21	2	6	2
FBGN0051522	1001	919	769	1110	884	1084
FBGN0286930	32	10	14	1	8	4
FBGN0037427	117	55	68	46	47	56
FBGN0039218	743	1344	746	468	581	351
FBGN0011596	462	275	340	583	708	622
FBGN0039217	521	521	398	384	459	496
FBGN0053203	107	49	104	83	51	101
FBGN0038472	1555	1825	1358	1071	1278	965
FBGN0038357	5	22	22	48	30	26
FBGN0260659	2269	1948	1760	2049	2629	2558
FBGN0037890	1706	1298	1122	1150	1424	1048
FBGN0038769	1436	1603	1276	1257	1435	1355
FBGN0037242	3374	3032	2675	2736	3216	3302
FBGN0038958	32	76	24	39	7	14
FBGN0037487	306	385	264	328	399	285
FBGN0024222	2738	2642	1707	2015	2265	2418
FBGN0261928	496	323	338	313	163	196
FBGN0039293	3231	3317	2254	1947	2359	2106
FBGN0015625	6250	6656	5126	6915	7311	7923
FBGN0037512	15	36	16	25	43	1
FBGN0038088	540	469	508	412	344	310
FBGN0040238	1534	1510	1157	1528	2048	2272
FBGN0039160	5013	4584	4068	2666	3262	3743
FBGN0037650	9	18	32	49	14	14
FBGN0037891	11018	12038	9212	8278	8706	9122
FBGN0040609	19	16	44	45	1	14
FBGN0037541	14707	15364	12466	13205	15415	13805
FBGN0046258	8791	8404	6809	7003	8275	8308
FBGN0039110	8507	9143	6838	8675	9167	9995
FBGN0037590	23	6	48	53	13	16
FBGN0261845	122	130	180	211	140	169
FBGN0039593	581	447	443	28	53	17
FBGN0039582	66	39	22	17	23	3
FBGN0039784	22	50	32	13	28	32
FBGN0002732	4816	5521	3692	3465	3963	3932
FBGN0265041	8	17	9	69	38	44
FBGN0051464	31	12	10	27	8	13
FBGN0011581	15	4	12	14	7	4
FBGN0260746	180	242	146	322	385	197
FBGN0266446	1493	1512	1168	248	209	106
FBGN0038753	110	91	91	34	51	73
FBGN0039387	48	62	23	90	22	44
FBGN0038224	9220	8078	6912	4782	5349	5299
FBGN0038783	251	204	166	128	100	87
FBGN0039525	12	51	11	21	18	4
FBGN0039536	284	257	218	271	127	79
FBGN0003169	7190	7201	5921	6626	6830	7654
FBGN0019960	9560	10494	8737	9120	9463	10022
FBGN0261842	469	551	271	628	643	592
FBGN0038458	0	0	13	13	0	0
FBGN0259732	180	165	157	13	32	12
FBGN0037917	1434	1350	1114	1130	1027	1299
FBGN0039107	12	45	27	15	19	0
FBGN0054034	34	56	26	18	13	2
FBGN0039116	3277	3407	2663	2060	2047	1834
FBGN0037697	80	140	78	18	55	89
FBGN0001235	20191	18890	16665	23248	26283	24388
FBGN0038765	609	706	504	553	579	544
FBGN0038613	59	35	114	38	31	69
FBGN0054008	167	250	191	153	153	240
FBGN0039417	1423	1608	1112	879	1208	1220
FBGN0039385	1677	2269	1811	1778	2345	1965
FBGN0027574	3323	3194	2358	2578	2840	2445
FBGN0039137	3130	3229	2481	2720	3359	2984
FBGN0027930	4830	6128	4176	4158	5249	5181
FBGN0038488	2712	2690	2314	2396	2474	2661
FBGN0038017	296	447	321	350	318	438
FBGN0039265	6910	7455	6153	4685	5413	5679
FBGN0038916	53	24	34	0	0	14
FBGN0037680	4507	4134	3795	2905	3218	3093
FBGN0002865	30	62	56	66	58	12
FBGN0010051	13619	13084	11127	18408	18248	19179
FBGN0039065	1874	2399	1877	1845	2086	1864
FBGN0027784	1199	1432	1134	792	782	1081
FBGN0003507	2603	1874	1633	416	521	205
FBGN0263986	83	85	52	87	112	19
FBGN0285955	16661	16964	13472	18761	20771	20588
FBGN0051279	51	126	79	25	30	10
FBGN0027579	3023	3066	2571	3651	3701	3997
FBGN0038385	3425	3328	2653	3473	3586	3975
FBGN0015351	587	623	607	399	588	578
FBGN0038324	1079	1066	948	646	936	876
FBGN0259146	67	136	95	74	75	14
FBGN0004606	4094	3959	3105	2765	3221	3070
FBGN0037553	92	185	148	28	42	29
FBGN0038467	4414	4118	3469	2957	3402	3709
FBGN0037939	24	20	34	25	20	3
FBGN0003279	132408	146872	103707	128671	140333	160750
FBGN0004597	1571	1834	1573	942	1227	1004
FBGN0011715	8610	7592	6679	7013	7427	7498
FBGN0039290	261	160	109	59	72	47
FBGN0039373	5	15	13	14	0	5
FBGN0003862	42251	41572	31662	56172	62938	61955
FBGN0051551	256	246	131	79	96	33
FBGN0037614	398	486	317	393	369	460
FBGN0026616	2703	2653	2220	3886	4373	3768
FBGN0051155	1020	1410	1091	776	1081	910
FBGN0003134	3217	3337	2713	2725	3115	2989
FBGN0038805	7951	8605	6605	6083	6699	7118
FBGN0039055	5547	5916	4552	4428	4868	5024
FBGN0039755	72	78	60	43	27	20
FBGN0039620	441	303	309	111	132	132
FBGN0021776	411	457	429	675	629	792
FBGN0039616	92	108	60	86	69	43
FBGN0267383	26	13	7	5	5	0
FBGN0015230	116	40	35	59	23	23
FBGN0039511	58	15	44	51	0	12
FBGN0037566	3343	3411	2706	2529	2575	2824
FBGN0038811	2014	2070	2215	1721	2055	2217
FBGN0038321	434	400	247	360	419	393
FBGN0051274	449	637	440	135	189	61
FBGN0037220	11168	11103	8966	7766	8243	9031
FBGN0037705	14710	13623	10416	20186	21902	21524
FBGN0039798	50	56	51	67	65	35
FBGN0039531	787	939	566	614	691	550
FBGN0037279	2951	3057	2951	1857	2434	2073
FBGN0037621	4496	4805	3476	3641	4246	3917
FBGN0000024	81	112	102	62	35	39
FBGN0264712	1511	1781	1211	1331	1570	1416
FBGN0011785	22419	21619	17865	24921	27111	27037
FBGN0038956	7	62	27	5	5	5
FBGN0039838	36	22	11	17	16	31
FBGN0037921	484	550	350	441	409	334
FBGN0267339	51	62	32	56	13	24
FBGN0266566	128	241	208	159	143	47
FBGN0053189	164	142	40	189	191	119
FBGN0038894	45	8	25	12	48	23
FBGN0039491	102	59	63	85	49	18
FBGN0014006	8744	8761	7166	9431	9828	9699
FBGN0015770	52	70	28	87	34	24
FBGN0037708	1044	964	837	722	817	703
FBGN0000412	57149	60680	45285	61022	69978	68432
FBGN0002922	111	124	77	50	63	35
FBGN0038156	1159	1356	1111	1529	1627	1602
FBGN0038330	446	533	472	466	628	552
FBGN0038941	278	196	153	29	44	69
FBGN0039054	99	101	132	98	150	104
FBGN0039650	377	467	277	324	328	278
FBGN0041224	65	41	15	21	16	17
FBGN0038660	3530	3604	2614	3299	3629	4450
FBGN0038718	37	79	44	44	25	19
FBGN0037687	875	788	701	680	727	813
FBGN0043012	3009	3219	2152	1922	2147	1996
FBGN0266170	0	0	0	0	0	0
FBGN0037786	20	9	41	4	8	1
FBGN0278604	6819	6872	5333	6066	7234	6744
FBGN0038303	3036	2964	2135	1930	2373	2387
FBGN0266175	0	0	0	0	0	0
FBGN0265063	3	0	9	3	6	2
FBGN0040628	50	0	16	39	6	20
FBGN0023083	7412	7866	6552	7889	8729	8459
FBGN0051200	11	13	6	11	3	46
FBGN0038214	15	13	18	14	8	7
FBGN0267105	14	10	12	0	2	1
FBGN0265606	22	17	25	2	6	16
FBGN0041605	30	55	32	16	40	16
FBGN0027095	7118	6870	5740	4466	5700	5205
FBGN0039195	102	57	48	34	22	17
FBGN0086679	1629	1579	1209	1455	1617	1559
FBGN0037325	62	46	53	26	26	2
FBGN0262844	2	7	9	6	4	6
FBGN0015032	92	36	31	54	13	18
FBGN0037260	337	269	195	72	88	49
FBGN0042182	928	1089	667	841	668	925
FBGN0266409	2003	1941	1445	1742	2136	1942
FBGN0039780	102	48	67	12	28	17
FBGN0051360	631	683	406	330	277	307
FBGN0041710	566	650	474	76	133	66
FBGN0051125	2660	2421	1759	1989	1959	2330
FBGN0038130	138	130	115	73	100	109
FBGN0038012	59	44	2	48	21	14
FBGN0039025	1706	1619	1267	1596	1666	1790
FBGN0039339	1235	1568	1169	1164	1356	1337
FBGN0038446	818	1169	736	444	400	436
FBGN0262846	18	8	28	14	2	2
FBGN0038337	73	61	47	54	15	46
FBGN0266598	753	864	584	424	493	502
FBGN0005632	30071	29930	24423	35094	37416	36667
FBGN0037933	819	1207	837	818	769	825
FBGN0037747	1056	1127	1055	1334	1328	1705
FBGN0037826	38	77	38	23	34	10
FBGN0011701	98	120	49	31	52	23
FBGN0039869	3686	4252	3195	3486	3913	3835
FBGN0038505	54	21	19	31	9	14
FBGN0038829	12913	13434	9724	8966	10799	11494
FBGN0038938	180	113	114	112	156	186
FBGN0039084	145	156	124	79	193	110
FBGN0014029	10236	11009	7939	8536	9668	9801
FBGN0037665	1046	1155	964	617	813	651
FBGN0027503	6828	6561	4997	7657	8210	8106
FBGN0039879	185	86	73	148	149	56
FBGN0041780	31	73	26	37	69	12
FBGN0262006	21	8	11	7	6	20
FBGN0038032	43	33	49	33	27	27
FBGN0038771	9213	10475	8405	9377	9207	11375
FBGN0259113	5360	5844	4773	6771	6999	6961
FBGN0000557	3816	3254	2842	1048	1710	1467
FBGN0263777	39	26	36	48	18	22
FBGN0039376	24	45	8	15	16	18
